snapshot_label,snapshot_order,category,source,target,dependency_layer,is_runtime_dependency,is_optional_extra_dependency,weight,source_version
2023_end,2,Model Runtime,vllm,numpy,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,pandas,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,psutil,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,pyarrow,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,pydantic,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,ray,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,sentencepiece,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,torch,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,transformers,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,uvicorn,runtime,True,False,1,0.2.6
2023_end,2,Model Runtime,vllm,xformers,runtime,True,False,1,0.2.6
2023_end,2,RAG/Vector DB,weaviate-client,authlib,runtime,True,False,1,3.26.0
2023_end,2,RAG/Vector DB,weaviate-client,grpcio,optional_extra,False,True,1,3.26.0
2023_end,2,RAG/Vector DB,weaviate-client,grpcio-tools,optional_extra,False,True,1,3.26.0
2023_end,2,RAG/Vector DB,weaviate-client,requests,runtime,True,False,1,3.26.0
2023_end,2,RAG/Vector DB,weaviate-client,validators,runtime,True,False,1,3.26.0
2024_end,3,Model Runtime,accelerate,bitsandbytes,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,black,optional_extra,False,True,2,1.2.1
2024_end,3,Model Runtime,accelerate,comet-ml,optional_extra,False,True,1,1.2.1
2024_end,3,Model Runtime,accelerate,datasets,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,deepspeed,optional_extra,False,True,1,1.2.1
2024_end,3,Model Runtime,accelerate,diffusers,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,dvclive,optional_extra,False,True,1,1.2.1
2024_end,3,Model Runtime,accelerate,evaluate,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,hf-doc-builder,optional_extra,False,True,2,1.2.1
2024_end,3,Model Runtime,accelerate,huggingface-hub,runtime,True,False,1,1.2.1
2024_end,3,Model Runtime,accelerate,numpy,runtime,True,False,1,1.2.1
2024_end,3,Model Runtime,accelerate,packaging,runtime,True,False,1,1.2.1
2024_end,3,Model Runtime,accelerate,parameterized,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,psutil,runtime,True,False,1,1.2.1
2024_end,3,Model Runtime,accelerate,pytest,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,pytest-subtests,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,pytest-xdist,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,pyyaml,runtime,True,False,1,1.2.1
2024_end,3,Model Runtime,accelerate,rich,optional_extra,False,True,2,1.2.1
2024_end,3,Model Runtime,accelerate,ruff,optional_extra,False,True,2,1.2.1
2024_end,3,Model Runtime,accelerate,safetensors,runtime,True,False,1,1.2.1
2024_end,3,Model Runtime,accelerate,sagemaker,optional_extra,False,True,1,1.2.1
2024_end,3,Model Runtime,accelerate,scikit-learn,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,scipy,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,tensorboard,optional_extra,False,True,1,1.2.1
2024_end,3,Model Runtime,accelerate,timm,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,torch,runtime,True,False,1,1.2.1
2024_end,3,Model Runtime,accelerate,torchdata,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,torchpippy,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,tqdm,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,transformers,optional_extra,False,True,3,1.2.1
2024_end,3,Model Runtime,accelerate,wandb,optional_extra,False,True,1,1.2.1
2024_end,3,LLM API,anthropic,anyio,runtime,True,False,1,0.42.0
2024_end,3,LLM API,anthropic,boto3,optional_extra,False,True,1,0.42.0
2024_end,3,LLM API,anthropic,botocore,optional_extra,False,True,1,0.42.0
2024_end,3,LLM API,anthropic,distro,runtime,True,False,1,0.42.0
2024_end,3,LLM API,anthropic,google-auth,optional_extra,False,True,1,0.42.0
2024_end,3,LLM API,anthropic,httpx,runtime,True,False,1,0.42.0
2024_end,3,LLM API,anthropic,jiter,runtime,True,False,1,0.42.0
2024_end,3,LLM API,anthropic,pydantic,runtime,True,False,1,0.42.0
2024_end,3,LLM API,anthropic,sniffio,runtime,True,False,1,0.42.0
2024_end,3,LLM API,anthropic,typing-extensions,runtime,True,False,1,0.42.0
2024_end,3,Framework/Agent,autogen-agentchat,anthropic,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,azure-cosmos,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,beautifulsoup4,optional_extra,False,True,6,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,boto3,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,cerebras-cloud-sdk,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,chromadb,optional_extra,False,True,7,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,cohere,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,couchbase,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,diskcache,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,docker,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,fastembed,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,fix-busted-json,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,flaml,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,flaml,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,google-auth,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,google-cloud-aiplatform,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,google-generativeai,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,groq,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,huggingface-hub,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,ipykernel,optional_extra,False,True,3,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,ipython,optional_extra,False,True,5,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,jupyter-client,optional_extra,False,True,2,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,jupyter-kernel-gateway,optional_extra,False,True,2,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,kubernetes,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,llmlingua,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,mammoth,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,markdownify,optional_extra,False,True,6,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,matplotlib,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,mistralai,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,mypy,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,nbconvert,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,nbformat,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,networkx,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,numpy,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,ollama,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,openai,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,openpyxl,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,packaging,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pandas,optional_extra,False,True,2,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pathvalidate,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pdfminer-six,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pgvector,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pillow,optional_extra,False,True,2,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pre-commit,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,protobuf,optional_extra,False,True,5,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,psycopg,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,puremagic,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pydantic,optional_extra,False,True,2,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pydantic,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pymongo,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pypdf,optional_extra,False,True,5,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pysqlite3,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pytest,optional_extra,False,True,2,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pytest-asyncio,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,pytest-cov,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,python-dotenv,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,python-pptx,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,qdrant-client,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,redis,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,replicate,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,requests,optional_extra,False,True,2,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,sentence-transformers,optional_extra,False,True,6,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,sympy,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,termcolor,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,tiktoken,runtime,True,False,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,together,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,websocket-client,optional_extra,False,True,2,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,websockets,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,wolframalpha,optional_extra,False,True,1,0.2.40
2024_end,3,Framework/Agent,autogen-agentchat,youtube-transcript-api,optional_extra,False,True,1,0.2.40
2024_end,3,Model Runtime,bitsandbytes,lion-pytorch,optional_extra,False,True,1,0.45.0
2024_end,3,Model Runtime,bitsandbytes,matplotlib,optional_extra,False,True,1,0.45.0
2024_end,3,Model Runtime,bitsandbytes,numpy,runtime,True,False,1,0.45.0
2024_end,3,Model Runtime,bitsandbytes,pandas,optional_extra,False,True,1,0.45.0
2024_end,3,Model Runtime,bitsandbytes,scipy,optional_extra,False,True,1,0.45.0
2024_end,3,Model Runtime,bitsandbytes,torch,runtime,True,False,1,0.45.0
2024_end,3,Model Runtime,bitsandbytes,typing-extensions,runtime,True,False,1,0.45.0
2024_end,3,App/Service,chainlit,aiofiles,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,asyncer,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,click,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,dataclasses-json,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,fastapi,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,filetype,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,httpx,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,lazify,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,literalai,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,nest-asyncio,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,numpy,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,packaging,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,pydantic,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,pyjwt,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,python-dotenv,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,python-multipart,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,python-socketio,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,starlette,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,syncer,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,tomli,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,uptrace,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,uvicorn,runtime,True,False,1,1.3.2
2024_end,3,App/Service,chainlit,watchfiles,runtime,True,False,1,1.3.2
2024_end,3,RAG/Vector DB,chromadb,bcrypt,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,build,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,chroma-hnswlib,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,fastapi,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,graphlib-backport,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,grpcio,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,httpx,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,importlib-resources,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,kubernetes,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,mmh3,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,numpy,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,onnxruntime,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,opentelemetry-api,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,opentelemetry-exporter-otlp-proto-grpc,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,opentelemetry-instrumentation-fastapi,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,opentelemetry-sdk,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,orjson,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,overrides,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,posthog,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,pydantic,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,pypika,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,pyyaml,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,rich,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,tenacity,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,tokenizers,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,tqdm,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,typer,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,typing-extensions,runtime,True,False,1,0.6.0
2024_end,3,RAG/Vector DB,chromadb,uvicorn,runtime,True,False,1,0.6.0
2024_end,3,LLM API,cohere,fastavro,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,httpx,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,httpx-sse,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,parameterized,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,pydantic,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,pydantic-core,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,requests,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,tokenizers,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,types-requests,runtime,True,False,1,5.13.4
2024_end,3,LLM API,cohere,typing-extensions,runtime,True,False,1,5.13.4
2024_end,3,Framework/Agent,crewai,agentops,optional_extra,False,True,1,0.86.0
2024_end,3,Framework/Agent,crewai,appdirs,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,auth0-python,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,chromadb,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,click,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,crewai-tools,optional_extra,False,True,1,0.86.0
2024_end,3,Framework/Agent,crewai,crewai-tools,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,fastembed,optional_extra,False,True,1,0.86.0
2024_end,3,Framework/Agent,crewai,instructor,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,json-repair,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,jsonref,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,litellm,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,mem0ai,optional_extra,False,True,1,0.86.0
2024_end,3,Framework/Agent,crewai,openai,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,openpyxl,optional_extra,False,True,1,0.86.0
2024_end,3,Framework/Agent,crewai,openpyxl,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,opentelemetry-api,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,opentelemetry-exporter-otlp-proto-http,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,opentelemetry-sdk,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,pandas,optional_extra,False,True,1,0.86.0
2024_end,3,Framework/Agent,crewai,pdfplumber,optional_extra,False,True,1,0.86.0
2024_end,3,Framework/Agent,crewai,pdfplumber,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,pydantic,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,python-dotenv,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,pyvis,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,regex,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,tomli,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,tomli-w,runtime,True,False,1,0.86.0
2024_end,3,Framework/Agent,crewai,uv,runtime,True,False,1,0.86.0
2024_end,3,Model Runtime,datasets,absl-py,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,aiohttp,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,decorator,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,decord,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,dill,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,elasticsearch,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,faiss-cpu,optional_extra,False,True,2,3.2.0
2024_end,3,Model Runtime,datasets,filelock,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,fsspec,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,huggingface-hub,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,jax,optional_extra,False,True,4,3.2.0
2024_end,3,Model Runtime,datasets,jaxlib,optional_extra,False,True,4,3.2.0
2024_end,3,Model Runtime,datasets,joblib,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,joblibspark,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,librosa,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,lz4,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,moto,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,multiprocess,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,numpy,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,packaging,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,pandas,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,pillow,optional_extra,False,True,4,3.2.0
2024_end,3,Model Runtime,datasets,polars,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,protobuf,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,py7zr,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,pyarrow,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,pyspark,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,pytest,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,pytest-datadir,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,pytest-xdist,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,pyyaml,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,rarfile,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,requests,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,ruff,optional_extra,False,True,2,3.2.0
2024_end,3,Model Runtime,datasets,s3fs,optional_extra,False,True,6,3.2.0
2024_end,3,Model Runtime,datasets,soundfile,optional_extra,False,True,4,3.2.0
2024_end,3,Model Runtime,datasets,soxr,optional_extra,False,True,4,3.2.0
2024_end,3,Model Runtime,datasets,sqlalchemy,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,tensorflow,optional_extra,False,True,9,3.2.0
2024_end,3,Model Runtime,datasets,tiktoken,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,torch,optional_extra,False,True,7,3.2.0
2024_end,3,Model Runtime,datasets,torchdata,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,datasets,tqdm,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,transformers,optional_extra,False,True,6,3.2.0
2024_end,3,Model Runtime,datasets,xxhash,runtime,True,False,1,3.2.0
2024_end,3,Model Runtime,datasets,zstandard,optional_extra,False,True,3,3.2.0
2024_end,3,Model Runtime,diffusers,accelerate,optional_extra,False,True,3,0.32.1
2024_end,3,Model Runtime,diffusers,compel,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,datasets,optional_extra,False,True,3,0.32.1
2024_end,3,Model Runtime,diffusers,filelock,runtime,True,False,1,0.32.1
2024_end,3,Model Runtime,diffusers,flax,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,gitpython,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,hf-doc-builder,optional_extra,False,True,3,0.32.1
2024_end,3,Model Runtime,diffusers,huggingface-hub,runtime,True,False,1,0.32.1
2024_end,3,Model Runtime,diffusers,importlib-metadata,runtime,True,False,1,0.32.1
2024_end,3,Model Runtime,diffusers,invisible-watermark,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,isort,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,jax,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,jaxlib,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,jinja2,optional_extra,False,True,3,0.32.1
2024_end,3,Model Runtime,diffusers,k-diffusion,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,librosa,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,numpy,runtime,True,False,1,0.32.1
2024_end,3,Model Runtime,diffusers,parameterized,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,peft,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,pillow,runtime,True,False,1,0.32.1
2024_end,3,Model Runtime,diffusers,protobuf,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,pytest,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,pytest-timeout,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,pytest-xdist,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,regex,runtime,True,False,1,0.32.1
2024_end,3,Model Runtime,diffusers,requests,runtime,True,False,1,0.32.1
2024_end,3,Model Runtime,diffusers,requests-mock,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,ruff,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,safetensors,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,safetensors,runtime,True,False,1,0.32.1
2024_end,3,Model Runtime,diffusers,scipy,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,sentencepiece,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,tensorboard,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,torch,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,torchvision,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,transformers,optional_extra,False,True,2,0.32.1
2024_end,3,Model Runtime,diffusers,urllib3,optional_extra,False,True,2,0.32.1
2024_end,3,RAG/Vector DB,faiss-cpu,numpy,runtime,True,False,1,1.9.0.post1
2024_end,3,RAG/Vector DB,faiss-cpu,packaging,runtime,True,False,1,1.9.0.post1
2024_end,3,App/Service,fastapi,email-validator,optional_extra,False,True,2,0.115.6
2024_end,3,App/Service,fastapi,fastapi-cli,optional_extra,False,True,2,0.115.6
2024_end,3,App/Service,fastapi,httpx,optional_extra,False,True,2,0.115.6
2024_end,3,App/Service,fastapi,itsdangerous,optional_extra,False,True,1,0.115.6
2024_end,3,App/Service,fastapi,jinja2,optional_extra,False,True,2,0.115.6
2024_end,3,App/Service,fastapi,orjson,optional_extra,False,True,1,0.115.6
2024_end,3,App/Service,fastapi,pydantic,runtime,True,False,1,0.115.6
2024_end,3,App/Service,fastapi,pydantic-extra-types,optional_extra,False,True,1,0.115.6
2024_end,3,App/Service,fastapi,pydantic-settings,optional_extra,False,True,1,0.115.6
2024_end,3,App/Service,fastapi,python-multipart,optional_extra,False,True,2,0.115.6
2024_end,3,App/Service,fastapi,pyyaml,optional_extra,False,True,1,0.115.6
2024_end,3,App/Service,fastapi,starlette,runtime,True,False,1,0.115.6
2024_end,3,App/Service,fastapi,typing-extensions,runtime,True,False,1,0.115.6
2024_end,3,App/Service,fastapi,ujson,optional_extra,False,True,1,0.115.6
2024_end,3,App/Service,fastapi,uvicorn,optional_extra,False,True,2,0.115.6
2024_end,3,LLM API,google-genai,google-auth,runtime,True,False,1,0.3.0
2024_end,3,LLM API,google-genai,pillow,runtime,True,False,1,0.3.0
