category,package,name_on_pypi,snapshot_label,snapshot_date,selected_version,release_date,status,package_norm,name_on_pypi_norm,snapshot_order,is_missing_at_snapshot,is_released_at_snapshot,is_stable_version,is_usable_snapshot
Model Runtime,safetensors,safetensors,2026_current,2026-06-16,0.8.0,2026-06-09 07:52:07.624876+00:00,ok,safetensors,safetensors,5,False,True,True,True
Model Runtime,sentence-transformers,sentence-transformers,2022_end,2022-12-31,2.2.2,2022-06-26 19:50:11.137459+00:00,ok,sentence-transformers,sentence-transformers,1,False,True,True,True
Model Runtime,sentence-transformers,sentence-transformers,2023_end,2023-12-31,2.2.2,2022-06-26 19:50:11.137459+00:00,ok,sentence-transformers,sentence-transformers,2,False,True,True,True
Model Runtime,sentence-transformers,sentence-transformers,2024_end,2024-12-31,3.3.1,2024-11-18 14:37:38.579151+00:00,ok,sentence-transformers,sentence-transformers,3,False,True,True,True
Model Runtime,sentence-transformers,sentence-transformers,2025_end,2025-12-31,5.2.0,2025-12-11 14:12:29.516389+00:00,ok,sentence-transformers,sentence-transformers,4,False,True,True,True
Model Runtime,sentence-transformers,sentence-transformers,2026_current,2026-06-16,5.5.1,2026-05-20 07:37:43.004108+00:00,ok,sentence-transformers,sentence-transformers,5,False,True,True,True
Model Runtime,sentencepiece,sentencepiece,2022_end,2022-12-31,0.1.97,2022-08-07 07:55:52.456690+00:00,ok,sentencepiece,sentencepiece,1,False,True,True,True
Model Runtime,sentencepiece,sentencepiece,2023_end,2023-12-31,0.1.99,2023-05-02 04:24:29.785773+00:00,ok,sentencepiece,sentencepiece,2,False,True,True,True
Model Runtime,sentencepiece,sentencepiece,2024_end,2024-12-31,0.2.0,2024-02-19 17:03:42.876797+00:00,ok,sentencepiece,sentencepiece,3,False,True,True,True
Model Runtime,sentencepiece,sentencepiece,2025_end,2025-12-31,0.2.1,2025-08-12 06:58:59.807765+00:00,ok,sentencepiece,sentencepiece,4,False,True,True,True
Model Runtime,sentencepiece,sentencepiece,2026_current,2026-06-16,0.2.1,2025-08-12 06:58:59.807765+00:00,ok,sentencepiece,sentencepiece,5,False,True,True,True
Model Runtime,tiktoken,tiktoken,2022_end,2022-12-31,0.1.1,2022-12-15 02:26:44.533096+00:00,ok,tiktoken,tiktoken,1,False,True,True,True
Model Runtime,tiktoken,tiktoken,2023_end,2023-12-31,0.5.2,2023-12-03 08:59:16.833987+00:00,ok,tiktoken,tiktoken,2,False,True,True,True
Model Runtime,tiktoken,tiktoken,2024_end,2024-12-31,0.8.0,2024-10-03 22:43:17.292949+00:00,ok,tiktoken,tiktoken,3,False,True,True,True
Model Runtime,tiktoken,tiktoken,2025_end,2025-12-31,0.12.0,2025-10-06 20:21:34.098716+00:00,ok,tiktoken,tiktoken,4,False,True,True,True
Model Runtime,tiktoken,tiktoken,2026_current,2026-06-16,0.13.0,2026-05-15 04:50:11.229746+00:00,ok,tiktoken,tiktoken,5,False,True,True,True
Model Runtime,tokenizers,tokenizers,2022_end,2022-12-31,0.13.2,2022-11-07 08:03:29.703297+00:00,ok,tokenizers,tokenizers,1,False,True,True,True
Model Runtime,tokenizers,tokenizers,2023_end,2023-12-31,0.15.0,2023-11-14 19:03:50.244309+00:00,ok,tokenizers,tokenizers,2,False,True,True,True
Model Runtime,tokenizers,tokenizers,2024_end,2024-12-31,0.21.0,2024-11-27 13:10:51.315959+00:00,ok,tokenizers,tokenizers,3,False,True,True,True
Model Runtime,tokenizers,tokenizers,2025_end,2025-12-31,0.22.1,2025-09-19 09:48:56.701418+00:00,ok,tokenizers,tokenizers,4,False,True,True,True
Model Runtime,tokenizers,tokenizers,2026_current,2026-06-16,0.23.1,2026-04-27 14:43:01.241259+00:00,ok,tokenizers,tokenizers,5,False,True,True,True
Model Runtime,torch,torch,2022_end,2022-12-31,1.13.1,2022-12-15 20:08:28.818905+00:00,ok,torch,torch,1,False,True,True,True
Model Runtime,torch,torch,2023_end,2023-12-31,2.1.2,2023-12-14 21:46:00.348431+00:00,ok,torch,torch,2,False,True,True,True
Model Runtime,torch,torch,2024_end,2024-12-31,2.5.1,2024-10-29 17:32:34.081220+00:00,ok,torch,torch,3,False,True,True,True
Model Runtime,torch,torch,2025_end,2025-12-31,2.9.1,2025-11-12 15:19:56.480860+00:00,ok,torch,torch,4,False,True,True,True
Model Runtime,torch,torch,2026_current,2026-06-16,2.12.0,2026-05-13 14:51:07.795490+00:00,ok,torch,torch,5,False,True,True,True
Model Runtime,transformers,transformers,2022_end,2022-12-31,4.25.1,2022-12-01 21:17:38.631603+00:00,ok,transformers,transformers,1,False,True,True,True
Model Runtime,transformers,transformers,2023_end,2023-12-31,4.36.2,2023-12-18 18:24:40.021578+00:00,ok,transformers,transformers,2,False,True,True,True
Model Runtime,transformers,transformers,2024_end,2024-12-31,4.47.1,2024-12-17 15:42:35.100450+00:00,ok,transformers,transformers,3,False,True,True,True
Model Runtime,transformers,transformers,2025_end,2025-12-31,4.57.3,2025-11-25 15:51:26.493424+00:00,ok,transformers,transformers,4,False,True,True,True
Model Runtime,transformers,transformers,2026_current,2026-06-16,5.10.4,2026-06-15 17:28:26.210334+00:00,ok,transformers,transformers,5,False,True,True,True
Model Runtime,trl,trl,2022_end,2022-12-31,0.1.0,2022-05-15 16:35:03.389149+00:00,ok,trl,trl,1,False,True,True,True
Model Runtime,trl,trl,2023_end,2023-12-31,0.7.7,2023-12-26 09:12:46.426170+00:00,ok,trl,trl,2,False,True,True,True
Model Runtime,trl,trl,2024_end,2024-12-31,0.13.0,2024-12-16 15:14:49.234744+00:00,ok,trl,trl,3,False,True,True,True
Model Runtime,trl,trl,2025_end,2025-12-31,0.26.2,2025-12-18 15:49:39.983639+00:00,ok,trl,trl,4,False,True,True,True
Model Runtime,trl,trl,2026_current,2026-06-16,1.6.0,2026-06-11 21:45:32.526285+00:00,ok,trl,trl,5,False,True,True,True
Model Runtime,vllm,vllm,2022_end,2022-12-31,,,not_released_yet,vllm,vllm,1,True,False,False,False
Model Runtime,vllm,vllm,2023_end,2023-12-31,0.2.6,2023-12-17 19:06:30.507901+00:00,ok,vllm,vllm,2,False,True,True,True
Model Runtime,vllm,vllm,2024_end,2024-12-31,0.6.6.post1,2024-12-27 07:09:03.642586+00:00,ok,vllm,vllm,3,False,True,True,True
Model Runtime,vllm,vllm,2025_end,2025-12-31,0.13.0,2025-12-19 03:30:32.741476+00:00,ok,vllm,vllm,4,False,True,True,True
Model Runtime,vllm,vllm,2026_current,2026-06-16,0.23.0,2026-06-13 09:27:24.297218+00:00,ok,vllm,vllm,5,False,True,True,True
RAG/Vector DB,chromadb,chromadb,2022_end,2022-12-31,,,not_released_yet,chromadb,chromadb,1,True,False,False,False
RAG/Vector DB,chromadb,chromadb,2023_end,2023-12-31,0.4.21,2023-12-20 23:33:28.402858+00:00,ok,chromadb,chromadb,2,False,True,True,True
RAG/Vector DB,chromadb,chromadb,2024_end,2024-12-31,0.6.0,2024-12-30 22:02:51.286394+00:00,ok,chromadb,chromadb,3,False,True,True,True
RAG/Vector DB,chromadb,chromadb,2025_end,2025-12-31,1.4.0,2025-12-24 02:58:06.987640+00:00,ok,chromadb,chromadb,4,False,True,True,True
RAG/Vector DB,chromadb,chromadb,2026_current,2026-06-16,1.5.9,2026-05-05 05:54:36.250931+00:00,ok,chromadb,chromadb,5,False,True,True,True
RAG/Vector DB,faiss-cpu,faiss-cpu,2022_end,2022-12-31,1.7.3,2022-11-17 15:28:07.277560+00:00,ok,faiss-cpu,faiss-cpu,1,False,True,True,True
RAG/Vector DB,faiss-cpu,faiss-cpu,2023_end,2023-12-31,1.7.4,2023-04-24 10:41:46.807460+00:00,ok,faiss-cpu,faiss-cpu,2,False,True,True,True
RAG/Vector DB,faiss-cpu,faiss-cpu,2024_end,2024-12-31,1.9.0.post1,2024-11-20 02:20:02.330177+00:00,ok,faiss-cpu,faiss-cpu,3,False,True,True,True
RAG/Vector DB,faiss-cpu,faiss-cpu,2025_end,2025-12-31,1.13.2,2025-12-24 10:27:01.419245+00:00,ok,faiss-cpu,faiss-cpu,4,False,True,True,True
RAG/Vector DB,faiss-cpu,faiss-cpu,2026_current,2026-06-16,1.14.3,2026-06-13 02:19:03.427999+00:00,ok,faiss-cpu,faiss-cpu,5,False,True,True,True
RAG/Vector DB,lancedb,lancedb,2022_end,2022-12-31,,,not_released_yet,lancedb,lancedb,1,True,False,False,False
RAG/Vector DB,lancedb,lancedb,2023_end,2023-12-31,0.4.3,2023-12-30 01:06:04.573546+00:00,ok,lancedb,lancedb,2,False,True,True,True
RAG/Vector DB,lancedb,lancedb,2024_end,2024-12-31,0.17.1,2024-12-24 18:55:52.525737+00:00,ok,lancedb,lancedb,3,False,True,True,True
RAG/Vector DB,lancedb,lancedb,2025_end,2025-12-31,0.26.0,2025-12-16 17:16:30.699098+00:00,ok,lancedb,lancedb,4,False,True,True,True
RAG/Vector DB,lancedb,lancedb,2026_current,2026-06-16,0.33.0,2026-05-28 20:37:55.880127+00:00,ok,lancedb,lancedb,5,False,True,True,True
RAG/Vector DB,pinecone,pinecone,2022_end,2022-12-31,,,not_released_yet,pinecone,pinecone,1,True,False,False,False
RAG/Vector DB,pinecone,pinecone,2023_end,2023-12-31,,,not_released_yet,pinecone,pinecone,2,True,False,False,False
RAG/Vector DB,pinecone,pinecone,2024_end,2024-12-31,5.4.2,2024-12-09 16:02:39.154744+00:00,ok,pinecone,pinecone,3,False,True,True,True
RAG/Vector DB,pinecone,pinecone,2025_end,2025-12-31,8.0.0,2025-11-18 18:21:25.584999+00:00,ok,pinecone,pinecone,4,False,True,True,True
RAG/Vector DB,pinecone,pinecone,2026_current,2026-06-16,9.1.0,2026-06-03 20:28:56.870852+00:00,ok,pinecone,pinecone,5,False,True,True,True
RAG/Vector DB,qdrant-client,qdrant-client,2022_end,2022-12-31,0.11.6,2022-12-27 13:46:38.527413+00:00,ok,qdrant-client,qdrant-client,1,False,True,True,True
RAG/Vector DB,qdrant-client,qdrant-client,2023_end,2023-12-31,1.7.0,2023-12-08 10:42:25.747291+00:00,ok,qdrant-client,qdrant-client,2,False,True,True,True
RAG/Vector DB,qdrant-client,qdrant-client,2024_end,2024-12-31,1.12.2,2024-12-27 17:39:37.140210+00:00,ok,qdrant-client,qdrant-client,3,False,True,True,True
RAG/Vector DB,qdrant-client,qdrant-client,2025_end,2025-12-31,1.16.2,2025-12-12 10:58:29.282380+00:00,ok,qdrant-client,qdrant-client,4,False,True,True,True
RAG/Vector DB,qdrant-client,qdrant-client,2026_current,2026-06-16,1.18.0,2026-05-11 14:12:36.998394+00:00,ok,qdrant-client,qdrant-client,5,False,True,True,True
RAG/Vector DB,weaviate-client,weaviate-client,2022_end,2022-12-31,3.10.0,2022-12-20 13:23:06.293125+00:00,ok,weaviate-client,weaviate-client,1,False,True,True,True
RAG/Vector DB,weaviate-client,weaviate-client,2023_end,2023-12-31,3.26.0,2023-12-20 09:29:58.200545+00:00,ok,weaviate-client,weaviate-client,2,False,True,True,True
RAG/Vector DB,weaviate-client,weaviate-client,2024_end,2024-12-31,4.10.2,2024-12-13 17:04:23.377607+00:00,ok,weaviate-client,weaviate-client,3,False,True,True,True
RAG/Vector DB,weaviate-client,weaviate-client,2025_end,2025-12-31,4.19.0,2025-12-18 15:27:31.048473+00:00,ok,weaviate-client,weaviate-client,4,False,True,True,True
RAG/Vector DB,weaviate-client,weaviate-client,2026_current,2026-06-16,4.21.3,2026-06-02 13:03:49.281704+00:00,ok,weaviate-client,weaviate-client,5,False,True,True,True
